custid,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,销售金额,商品单价,是否促销
1524,12,蔬果,1203,水果,120302,苹果类,20150224,201502,DW-1203020172,,生鲜,KG,,25.9,11.98,否
1708,15,日配,1505,冷藏乳品,150502,冷藏加味酸乳,20150224,201502,DW-1505020023,,一般商品,杯,,4.5,4.5,否
371,20,粮油,2009,盐/糖,200902,功能盐,20150224,201502,DW-2009020012,,一般商品,袋,,2.3,2.3,否
1046,22,休闲,2205,炒货,220512,豆类,20150224,201502,DW-2205120074,,一般商品,袋,,8.4,4.3,否
139,12,蔬果,1201,蔬菜,120101,叶菜,20150224,201502,DW-1201010021,,生鲜,千克,,3.3,6.56,否
682,12,蔬果,1201,蔬菜,120104,花果,20150224,201502,DW-1201040035,,生鲜,千克,,5.82,9.6,否
1470,15,日配,1510,冷冻水饺,151099,其它水饺,20150224,201502,DW-1510990003,,一般商品,袋,,3.9,5.9,是
1706,12,蔬果,1201,蔬菜,120104,花果,20150224,201502,DW-1201040010,,生鲜,千克,,1.46,2.58,否
1706,12,蔬果,1201,蔬菜,120104,花果,20150224,201502,DW-1201040027,,生鲜,千克,,2.05,9.96,否
352,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150224,201502,DW-3018020125,,一般商品,包,,8.5,8.7,否
395,22,休闲,2206,即食熟制品,220603,禽肉,20150224,201502,DW-2206030118,,一般商品,袋,,4.9,4.9,否
487,15,日配,1521,蛋类,152101,新鲜蛋品,20150224,201502,DW-1521010005,,一般商品,千克,,16.3,6.78,否
267,15,日配,1505,冷藏乳品,150503,冷藏果粒酸乳,20150224,201502,DW-1505030003,,一般商品,组,,11,11,否
803,12,蔬果,1201,蔬菜,120104,花果,20150224,201502,DW-1201040049,,生鲜,千克,,2.6,5.8,否
803,30,洗化,3018,卫生巾,301801,日用卫生巾,20150224,201502,DW-3018010304,,一般商品,包,,6.5,7.7,是
352,22,休闲,2203,膨化点心,220302,袋装薯片,20150224,201502,DW-2203020007,,一般商品,袋,,3.3,3.3,否
1702,12,蔬果,1203,水果,120307,蕉类,20150224,201502,DW-1203070022,,生鲜,KG,,10.16,5.96,否
1712,30,洗化,3016,纸制品,301602,平板纸,20150224,201502,DW-3016020005,,一般商品,包,,2.5,2.9,否
3,22,休闲,2206,即食熟制品,220607,豆干类,20150224,201502,DW-2206070241,,一般商品,kg,,9.9,39.8,否
1704,22,休闲,2202,糕点,220208,散称糕点,20150224,201502,DW-2202080023,,一般商品,KG,,26.89,49.8,否
395,22,休闲,2211,进口食品,221101,进口休闲食品,20150224,201502,DW-2211012148,,一般商品,袋,,9.5,9.9,否
231,12,蔬果,1201,蔬菜,120102,根茎,20150224,201502,DW-1201020029,,生鲜,千克,,4.51,3.96,否
1705,12,蔬果,1201,蔬菜,120101,叶菜,20150224,201502,DW-1201010019,,生鲜,千克,,3.87,1.96,否
1705,12,蔬果,1201,蔬菜,120102,根茎,20150224,201502,DW-1201020040,,生鲜,千克,,3.2,1.96,否
857,20,粮油,2015,罐头,201501,八宝粥,20150224,201502,DW-2015010045,,一般商品,盒,,30.9,30.9,否
1444,12,蔬果,1203,水果,120313,其它水果,20150224,201502,DW-1203130446,,生鲜,KG,,6.03,30,否
242,21,冲调,2106,蜂蜜/面包酱,210601,蜂蜜,20150224,201502,DW-2106010053,,一般商品,瓶,,15.5,21.9,是
92,12,蔬果,1201,蔬菜,120101,叶菜,20150224,201502,DW-1201010018,,生鲜,千克,,3.35,12,否
1470,15,日配,1510,冷冻水饺,151003,菜肉水饺,20150224,201502,DW-1510030026,,一般商品,袋,,4.9,5.3,否
593,23,酒饮,2307,乳饮料,230703,纯味酸乳饮,20150224,201502,DW-2307030001,,一般商品,听,,2.9,2.9,否
145,12,蔬果,1201,蔬菜,120101,叶菜,20150224,201502,DW-1201010019,,生鲜,千克,,5.74,1.96,否
231,22,休闲,2207,糖果,220710,棒糖,20150224,201502,DW-2207100009,,一般商品,袋,,5.9,6,否
1705,12,蔬果,1201,蔬菜,120102,根茎,20150224,201502,DW-1201020721,,生鲜,千克,,1.82,5,否
1562,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150224,201502,DW-1202048059,,生鲜,千克,,2.31,7.76,否
1708,21,冲调,2105,冲调食品,210502,豆奶粉,20150224,201502,DW-2105020006,,一般商品,袋,,12.5,12.9,否
1595,20,粮油,2009,盐/糖,200902,功能盐,20150224,201502,DW-2009020012,,一般商品,袋,,2.3,2.3,否
236,22,休闲,2205,炒货,220513,香瓜子,20150224,201502,DW-2205130006,,一般商品,袋,,8.7,8.7,否
1700,15,日配,1508,冷冻点心,150801,冷冻面食,20150224,201502,DW-1508010038,,一般商品,袋,,9.9,10.3,否
1701,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150224,201502,DW-1301010076,散称,联营商品,kg,,12.4,20,否
1041,12,蔬果,1201,蔬菜,120106,菌菇类,20150224,201502,DW-1201060010,,生鲜,千克,,3.5,9,否
105,12,蔬果,1201,蔬菜,120102,根茎,20150224,201502,DW-1201020029,,生鲜,千克,,3.51,3.96,否
983,15,日配,1518,常温乳品,151813,利乐砖乳酸菌,20150224,201502,DW-1518130011,,一般商品,盒,,58.8,5.3,是
395,22,休闲,2210,果冻,221003,杯装果冻,20150224,201502,DW-2210030017,,一般商品,只,,3.9,3.9,否
395,22,休闲,2210,果冻,221003,杯装果冻,20150224,201502,DW-2210030022,,一般商品,个,,3.9,4,否
593,22,休闲,2201,饼干,220110,简装/压缩,20150224,201502,DW-2201100015,,一般商品,KG,,2.31,19.8,是
1700,15,日配,1501,冷藏肉制品,150101,香肠类,20150224,201502,DW-1501010129,,一般商品,袋,,14.5,14.5,否
20,15,日配,1508,冷冻点心,150802,冷冻年糕,20150224,201502,DW-1508020003,,一般商品,袋,,7.3,7.7,否
371,12,蔬果,1201,蔬菜,120102,根茎,20150224,201502,DW-1201020013,,生鲜,千克,,2.7,4,否
236,12,蔬果,1201,蔬菜,120104,花果,20150224,201502,DW-1201040004,,生鲜,千克,,4.86,5.8,否
236,20,粮油,2014,酱菜类,201401,榨菜,20150224,201502,DW-2014010063,,一般商品,袋,,1,1,否
1447,22,休闲,2212,无糖食品,221202,无糖休闲食品,20150224,201502,DW-2212020461,,一般商品,KG,,7.7,18,否
1272,12,蔬果,1201,蔬菜,120102,根茎,20150224,201502,DW-1201020013,,生鲜,千克,,2.8,4,否
139,12,蔬果,1201,蔬菜,120102,根茎,20150224,201502,DW-1201020013,,生鲜,千克,,4.1,4,否
385,15,日配,1505,冷藏乳品,150505,冷藏营养酸乳,20150224,201502,DW-1505050003,,一般商品,袋,,9.9,9.9,否
487,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150224,201502,DW-1505010069,,一般商品,组,,4.2,4.2,否
803,30,洗化,3013,口腔卫生用品,301301,成人牙膏,20150224,201502,DW-3013010134,,一般商品,支,,10.9,10.9,否
803,31,家居,3119,卫浴用品,311907,梳子/镜子,20150224,201502,DW-3119070143,,一般商品,个,,10,10,否
1712,20,粮油,2009,盐/糖,200902,功能盐,20150224,201502,DW-2009020012,,一般商品,袋,,2.3,2.3,否
1704,22,休闲,2202,糕点,220202,蛋糕,20150224,201502,DW-2202020177,,一般商品,KG,,17.69,51.6,是
593,15,日配,1505,冷藏乳品,150502,冷藏加味酸乳,20150224,201502,DW-1505020011,,一般商品,袋,,2.4,2.4,否
231,12,蔬果,1201,蔬菜,120104,花果,20150224,201502,DW-1201040010,,生鲜,千克,,4.86,2.58,否
1046,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150224,201502,DW-1505040017,,一般商品,组,,11.5,11.5,否
1595,22,休闲,2210,果冻,221004,立袋可吸果冻,20150224,201502,DW-2210040015,,一般商品,袋,,2.3,2.3,否
236,22,休闲,2209,巧克力,220999,其他巧克力,20150224,201502,DW-2209990006,,一般商品,千克,,28.15,138,否
383,12,蔬果,1201,蔬菜,120104,花果,20150224,201502,DW-1201040022,,生鲜,千克,,5.24,5.6,否
20,12,蔬果,1201,蔬菜,120101,叶菜,20150224,201502,DW-1201010395,,生鲜,Kg,,2.77,6,否
1705,12,蔬果,1201,蔬菜,120105,鲜调味,20150224,201502,DW-1201050255,,生鲜,千克,,2.29,9.6,否
857,22,休闲,2201,饼干,220106,钙奶,20150224,201502,DW-2201060028,,一般商品,包,,19.9,21.9,是
1292,22,休闲,2202,糕点,220299,其他糕点,20150224,201502,DW-2202990045,,一般商品,袋,,6.5,6.9,是
487,22,休闲,2202,糕点,220205,中式糕点,20150224,201502,DW-2202050066,,一般商品,袋,,6.5,6.3,否
267,22,休闲,2201,饼干,220110,简装/压缩,20150224,201502,DW-2201100015,,一般商品,KG,,2.3,19.8,是
1276,22,休闲,2205,炒货,220514,西瓜子,20150224,201502,DW-2205140042,,一般商品,袋,,22,22,否
1562,12,蔬果,1201,蔬菜,120106,菌菇类,20150224,201502,DW-1201060003,,生鲜,千克,,3.04,6.56,否
1708,20,粮油,2001,袋装速食面,200101,牛肉口味,20150224,201502,DW-2001010007,,一般商品,袋,,2.5,3,否
1708,20,粮油,2001,袋装速食面,200101,牛肉口味,20150224,201502,DW-2001010077,,一般商品,袋,,2.5,3,否
309,22,休闲,2201,饼干,220199,其他饼干,20150224,201502,DW-2201990080,,一般商品,袋　,,9.9,11.3,否
811,20,粮油,2007,南北干货,200709,粉丝/条,20150224,201502,DW-2007090053,,一般商品,份,,8.4,4.3,否
1715,15,日配,1501,冷藏肉制品,150199,其它肠类,20150225,201502,DW-1501990051,,一般商品,袋,,11.9,12.3,否
92,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020037,,生鲜,千克,,3.4,3.96,否
1716,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020013,,生鲜,千克,,4.38,4,否
1717,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150225,201502,DW-2303040062,,一般商品,瓶,,4.9,5,否
911,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150225,201502,DW-2303040062,,一般商品,瓶,,4.9,5,否
757,20,粮油,2007,南北干货,200701,木耳,20150225,201502,DW-2007010021,,一般商品,kg,,3.9,89.8,否
1421,12,蔬果,1201,蔬菜,120106,菌菇类,20150225,201502,DW-1201060004,,生鲜,千克,,8.1,16.8,否
228,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020029,,生鲜,千克,,2.76,3.96,否
102,20,粮油,2008,调味料,200899,其他调味料,20150225,201502,DW-2008990010,,一般商品,盒,,8.9,8.9,否
152,22,休闲,2208,口香糖,220801,无糖口香糖,20150225,201502,DW-2208010007,,一般商品,瓶,,10.9,10.9,否
497,30,洗化,3018,卫生巾,301804,卫生护垫,20150225,201502,DW-3018040046,,一般商品,包,,4.5,4.7,否
834,12,蔬果,1203,水果,120313,其它水果,20150225,201502,DW-1203130446,,生鲜,KG,,13.62,30,否
1718,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150225,201502,DW-3018020277,,一般商品,包,,5.6,6.3,是
782,30,洗化,3016,纸制品,301603,无芯纸,20150225,201502,DW-3016030107,,一般商品,提,,11.5,15.9,是
1444,15,日配,1518,常温乳品,151813,利乐砖乳酸菌,20150225,201502,DW-1518130011,,一般商品,盒,,58.8,5.3,是
1719,20,粮油,2011,液体调料,201103,凉拌酱油,20150225,201502,DW-2011030005,,一般商品,瓶,,6.9,6.9,否
1720,20,粮油,2001,袋装速食面,200102,猪肉口味,20150225,201502,DW-2001020021,,一般商品,袋,,2.5,3,否
1721,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150225,201502,DW-1505040054,,一般商品,瓶,,5,6.6,是
1721,31,家居,3110,料理切具,311002,果皮刀,20150225,201502,DW-3110020059,,一般商品,个,,8.5,8.5,否
1562,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020008,,生鲜,千克,,2.61,5.8,否
1722,12,蔬果,1201,蔬菜,120104,花果,20150225,201502,DW-1201040049,,生鲜,千克,,1.54,5.8,否
999,12,蔬果,1201,蔬菜,120104,花果,20150225,201502,DW-1201040036,,生鲜,千克,,2.27,1.8,否
733,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020362,,生鲜,千克,,3.62,3.98,否
563,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020029,,生鲜,千克,,2.54,3.96,否
1718,22,休闲,2203,膨化点心,220304,薯条,20150225,201502,DW-2203040024,,一般商品,包,,9.8,11.5,是
769,20,粮油,2011,液体调料,201107,滴醋,20150225,201502,DW-2011070010,,一般商品,瓶,,3.8,3.8,否
1723,12,蔬果,1203,水果,120302,苹果类,20150225,201502,DW-1203020172,,生鲜,KG,,10.73,11.98,否
835,12,蔬果,1201,蔬菜,120105,鲜调味,20150225,201502,DW-1201050011,,生鲜,千克,,1.48,6.56,否
1555,22,休闲,2201,饼干,220102,夹心,20150225,201502,DW-2201020008,,一般商品,袋,,4.5,4.5,否
978,12,蔬果,1201,蔬菜,120104,花果,20150225,201502,DW-1201040010,,生鲜,千克,,3.3,2.58,否
81,22,休闲,2201,饼干,220111,趣味/休闲,20150225,201502,DW-2201110061,,一般商品,盒,,4.5,4.5,否
1716,30,洗化,3003,芳香防霉剂,300306,除味剂,20150225,201502,DW-3003060018,,一般商品,盒,,7.5,7.9,否
911,12,蔬果,1203,水果,120309,进口水果,20150225,201502,DW-1203090210,,生鲜,KG,,16.2,17.6,否
963,12,蔬果,1201,蔬菜,120101,叶菜,20150225,201502,DW-1201010019,,生鲜,千克,,4.2,1.96,否
51,20,粮油,2015,罐头,201501,八宝粥,20150225,201502,DW-2015010025,,一般商品,听,,3.9,3.9,否
51,22,休闲,2204,蜜饯,220405,山楂,20150225,201502,DW-2204050121,,一般商品,袋,,4.9,4.9,否
231,12,蔬果,1201,蔬菜,120101,叶菜,20150225,201502,DW-1201010395,,生鲜,Kg,,4.26,6,否
1715,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020029,,生鲜,千克,,2.07,3.96,否
1715,20,粮油,2001,袋装速食面,200104,海鲜口味,20150225,201502,DW-2001040003,,一般商品,袋,,2.5,3,否
81,12,蔬果,1201,蔬菜,120104,花果,20150225,201502,DW-1201040004,,生鲜,千克,,12.7,5.8,否
81,22,休闲,2201,饼干,220111,趣味/休闲,20150225,201502,DW-2201110200,,一般商品,袋,,4.5,4.7,否
231,23,酒饮,2314,进口酒,231404,预调酒,20150225,201502,DW-2314040042,,一般商品,瓶,,6.9,6.5,否
1724,12,蔬果,1201,蔬菜,120106,菌菇类,20150225,201502,DW-1201060003,,生鲜,千克,,2.36,6.56,否
1725,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020045,,生鲜,千克,,2.56,7.6,否
1554,30,洗化,3016,纸制品,301603,无芯纸,20150225,201502,DW-3016030048,,一般商品,包,,12.9,17.7,是
1726,22,休闲,2201,饼干,220106,钙奶,20150225,201502,DW-2201060003,,一般商品,袋,,8.6,4.7,否
105,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020010,,生鲜,千克,,1.06,3.8,否
105,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020044,,生鲜,千克,,5.17,3.96,否
1450,15,日配,1512,冷冻汤圆,151299,其它汤圆,20150225,201502,DW-1512990001,,一般商品,袋,,5.9,8.3,是
1555,22,休闲,2202,糕点,220201,派,20150225,201502,DW-2202010031,,一般商品,盒,,11.8,12,否
978,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020029,,生鲜,千克,,2.5,3.96,否
1721,22,休闲,2205,炒货,220501,核桃/肉,20150225,201502,DW-2205010014,,一般商品,袋,,22.9,22.9,否
1421,20,粮油,2011,液体调料,201111,料酒,20150225,201502,DW-2011110020,,一般商品,袋,,1.1,1.1,否
231,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150225,201502,DW-1517010003,,一般商品,袋,,13.9,16.3,是
1715,20,粮油,2005,煮食面/粉,200501,挂面,20150225,201502,DW-2005010013,,一般商品,袋,,2.8,2.9,否
1716,31,家居,3126,粘合用品,312601,粘钩,20150225,201502,DW-3126010222,,一般商品,卡,,9,9,否
1716,31,家居,3126,粘合用品,312603,家居保护垫,20150225,201502,DW-3126030029,,一般商品,个,,5,5,否
1727,30,洗化,3018,卫生巾,301801,日用卫生巾,20150225,201502,DW-3018010298,,一般商品,包,,6.5,7.7,是
1470,15,日配,1512,冷冻汤圆,151299,其它汤圆,20150225,201502,DW-1512990003,,一般商品,袋,,3.9,5.9,是
1555,23,酒饮,2307,乳饮料,230703,纯味酸乳饮,20150225,201502,DW-2307030003,,一般商品,盒,,7.6,2.2,是
1725,12,蔬果,1203,水果,120306,桃/李类,20150225,201502,DW-1203060156,,生鲜,KG,,12.08,25,否
92,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020045,,生鲜,千克,,3.8,7.6,否
231,20,粮油,2005,煮食面/粉,200505,鸡蛋挂面,20150225,201502,DW-2005050016,,一般商品,筒,,10.5,10.7,否
231,22,休闲,2204,蜜饯,220403,梅,20150225,201502,DW-2204030065,,一般商品,袋,,5.5,5.5,否
51,22,休闲,2201,饼干,220106,钙奶,20150225,201502,DW-2201060002,,一般商品,袋,,4.3,4.7,否
1368,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150225,201502,DW-1505040017,,一般商品,组,,17.2,11.5,是
834,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020008,,生鲜,千克,,2.63,5.8,否
834,15,日配,1505,冷藏乳品,150501,冷藏原味酸乳,20150225,201502,DW-1505010004,,一般商品,组,,10.8,14.9,是
1719,20,粮油,2005,煮食面/粉,200505,鸡蛋挂面,20150225,201502,DW-2005050016,,一般商品,筒,,10.5,10.7,否
231,23,酒饮,2314,进口酒,231404,预调酒,20150225,201502,DW-2314040045,,一般商品,瓶,,5.9,6.5,否
782,22,休闲,2201,饼干,220104,曲奇,20150225,201502,DW-2201040070,,一般商品,KG,,15,66,是
52,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150225,201502,DW-2303040044,,一般商品,瓶,,3.8,3.8,否
1562,12,蔬果,1201,蔬菜,120101,叶菜,20150225,201502,DW-1201010019,,生鲜,千克,,3.07,1.96,否
757,12,蔬果,1201,蔬菜,120101,叶菜,20150225,201502,DW-1201010019,,生鲜,千克,,2.38,1.96,否
757,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020029,,生鲜,千克,,2.22,3.96,否
1728,20,粮油,2009,盐/糖,200902,功能盐,20150225,201502,DW-2009020015,,一般商品,袋,,2.8,2.8,否
1718,22,休闲,2201,饼干,220107,酥性,20150225,201502,DW-2201070117,,一般商品,KG,,5.1,19.6,是
769,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020029,,生鲜,千克,,4.39,3.96,否
1243,23,酒饮,2306,运动机能饮料,230604,健康机能饮料,20150225,201502,DW-2306040005,,一般商品,瓶,,3.8,4,否
1177,12,蔬果,1203,水果,120307,蕉类,20150225,201502,DW-1203070022,,生鲜,KG,,3.8,5.96,否
1715,15,日配,1518,常温乳品,151809,百利包纯奶,20150225,201502,DW-1518090001,,一般商品,袋,,26.9,2.1,是
1720,20,粮油,2001,袋装速食面,200101,牛肉口味,20150225,201502,DW-2001010077,,一般商品,袋,,2.5,3,否
1720,22,休闲,2201,饼干,220106,钙奶,20150225,201502,DW-2201060002,,一般商品,袋,,4.3,4.7,否
24,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150225,201502,DW-1517010002,,一般商品,袋,,10.9,13.3,是
1720,20,粮油,2001,袋装速食面,200101,牛肉口味,20150225,201502,DW-2001010006,,一般商品,袋,,2.5,3,否
1720,20,粮油,2014,酱菜类,201499,其它酱菜,20150225,201502,DW-2014990334,,一般商品,kg,,3.7,13.8,否
52,12,蔬果,1201,蔬菜,120104,花果,20150225,201502,DW-1201040010,,生鲜,千克,,4.44,2.58,否
1722,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020040,,生鲜,千克,,2.16,1.96,否
1729,22,休闲,2209,巧克力,220904,牛奶巧克力,20150225,201502,DW-2209040034,,一般商品,个,,16.9,17,否
757,12,蔬果,1201,蔬菜,120105,鲜调味,20150225,201502,DW-1201050004,,生鲜,千克,,0.74,5.98,否
1730,22,休闲,2203,膨化点心,220301,米制点心,20150225,201502,DW-2203010017,,一般商品,袋,,17.9,19.9,是
1720,20,粮油,2001,袋装速食面,200101,牛肉口味,20150225,201502,DW-2001010004,,一般商品,袋,,2.5,2.5,否
228,31,家居,3114,一次性用品,311402,一次性台布手套,20150225,201502,DW-3114020011,,一般商品,包,,10,10,否
102,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020721,,生鲜,千克,,0.63,5,否
1717,15,日配,1518,常温乳品,151803,利乐砖营养奶,20150225,201502,DW-1518030050,,一般商品,盒,,49,5.5,是
1721,22,休闲,2204,蜜饯,220499,其他蜜饯,20150225,201502,DW-2204990079,,一般商品,袋,,7.3,7.3,否
1421,20,粮油,2012,调味油,201201,芝麻油,20150225,201502,DW-2012010014,,一般商品,瓶,,13.5,13.9,否
1727,34,针织,3415,毛巾,341502,花色方巾,20150225,201502,DW-3415020025,,一般商品,条,,4.9,4.9,否
228,30,洗化,3010,婴幼儿用品,301006,婴幼儿湿纸巾,20150225,201502,DW-3010060006,,一般商品,包,,2.9,3.5,否
1731,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150225,201502,DW-2005990031,,一般商品,kg,,4.4,10.8,否
733,12,蔬果,1203,水果,120302,苹果类,20150225,201502,DW-1203020172,,生鲜,KG,,9.88,11.98,否
1718,20,粮油,2014,酱菜类,201403,笋类,20150225,201502,DW-2014030008,,一般商品,袋,,1.5,1.7,否
51,20,粮油,2003,桶杯装速食面,200301,牛肉口味,20150225,201502,DW-2003010038,,一般商品,桶,,4.1,5.5,否
497,22,休闲,2207,糖果,220708,凝胶糖,20150225,201502,DW-2207080053,,一般商品,盒,,3.9,3.9,否
1731,12,蔬果,1201,蔬菜,120101,叶菜,20150225,201502,DW-1201010021,,生鲜,千克,,3.56,6.56,否
1731,12,蔬果,1201,蔬菜,120104,花果,20150225,201502,DW-1201040026,,生鲜,千克,,3.85,1.98,否
604,20,粮油,2005,煮食面/粉,200501,挂面,20150225,201502,DW-2005010077,,一般商品,袋,,8.5,8.5,否
835,12,蔬果,1201,蔬菜,120102,根茎,20150225,201502,DW-1201020013,,生鲜,千克,,2.61,4,否
834,12,蔬果,1203,水果,120303,梨类,20150225,201502,DW-1203030184,,生鲜,KG,,13.6,4,否
1718,23,酒饮,2314,进口酒,231404,预调酒,20150225,201502,DW-2314040058,,一般商品,瓶,,12.5,13.8,否
1728,31,家居,3116,保鲜用品,311604,保鲜袋,20150225,201502,DW-3116040003,,一般商品,卷,,9,10,否
1718,22,休闲,2203,膨化点心,220301,米制点心,20150225,201502,DW-2203010048,,一般商品,袋,,9.9,12.9,是
1718,22,休闲,2203,膨化点心,220301,米制点心,20150225,201502,DW-2203010104,,一般商品,KG,,3.52,27.8,是
1723,12,蔬果,1202,加工豆类,120201,豆腐,20150225,201502,DW-1202018073,,生鲜,千克,,1.72,2.96,否
102,12,蔬果,1201,蔬菜,120104,花果,20150225,201502,DW-1201040022,,生鲜,千克,,2.03,5.6,否
